0
Cell ID 	 Celda Direccion 	 Celda Num 	 Celda Localidad 	 Celda Provincia 	 Radio Cobertura (en KM) 	 Azimuth 	 Latitud 	 Longitud
 ZSFUNIL11 	 CRESPO GDOR DOMINGO 	 3346	 SANTA FE	 SANTA FE	 1.39 	 357 	 -31.62890921	 -60.71119838
 ZSFANFG13 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 0.39 	 270 	 -31.66193653	 -60.71258871
 ZSFZASF13 	 SAN MARTIN 	 1707	 SANTA FE	 SANTA FE	 1 	 240 	 -31.6557119	 -60.7094499
 ZSFURQL11 	 JUJUY 	 3051	 SANTA FE	 SANTA FE	 0.94 	 25 	 35.69213486	 -105.93959045
 ZSTPLAG13 	 12 DE SEPTIEMBRE 	 740	 SANTO TOME - SE	 SANTA FE	 8 	 300 	 -31.67807521	 -60.78428477
 ZSTMALN12 	 MALVINAS ARGENTINAS 	 3249	 SANTO TOME - SE	 SANTA FE	 4 	 120 	 -31.66838604	 -60.72541111
" ZSFWMAM13 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 3 	 325 	 -30.94009521	 -60.65929661"
 ZSFPUEF11 	 VELEZ SARSFIELD 	 3449	 SANTA FE	 SANTA FE	 6 	 0 	 -31.63979335	 -60.68612612
 ZSFMAKF13 	 MATACOS 	 5048	 SANTA FE	 SANTA FE	 2.18 	 280 	 -32.9341499	 -60.6927869
" ZSFWMAM12 	 168 ,RUTA NAC. 	 474	 SANTA FE	 SANTA FE	 5 	 205 	 -30.94009521	 -60.65929661"
 ZSFPUEL11 	 VELEZ SARSFIELD 	 3449	 SANTA FE	 SANTA FE	 6 	 357 	 -31.63979335	 -60.68612612
 ZSFCOLH13 	 B. CENTENARIO MZA 08 ESC 	 11	 SANTA FE	 SANTA FE	 3 	 263 	 -32.81131455	 -61.41171015
" ZSTMARL12 	 DEL TRABAJO ,AV. 	 3767	 SANTO TOME - SE	 SANTA FE	 4 	 117 	 35.25148784	 -106.66681568"
 ZSFANFF12 	 SAN JERONIMO 	 1165	 SANTA FE	 SANTA FE	 4 	 149 	 -31.66193653	 -60.71258871
